'2019-05-16 14:33:05.149426', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 14:33:10.249718', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 23:37:30.329777', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:37:35.431085', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:38:43.774080', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:38:48.876206', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:39:26.990232', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:39:32.091616', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:41:27.672692', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:32.774721', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:37.876034', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:42.977467', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:48.079198', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:53.180908', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:58.282505', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:42:22.397747', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:27.499525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:32.601580', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:37.702929', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:42.804498', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:47.905706', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:53.006850', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:52:24.277525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:29.378811', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:34.480002', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:39.582015', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:59:54.405322', ' ', ' ', ' ', ' ', '10',('127.0.0.1': 2361)
'2019-05-23 00:58:34.088016', '33', '19', '20', '12', '20',127.0.0.1
'2019-05-23 00:58:34.188958', '32', '3', '47', '8', '20',127.0.0.1
'2019-05-23 00:58:34.289915', '32', '3', '49', '31', '20',127.0.0.1
'2019-05-23 00:58:34.390851', '43', '32', '43', '20', '20',127.0.0.1
'2019-05-23 00:58:34.491784', '24', '37', '34', '7', '20',127.0.0.1
'2019-05-23 00:58:34.592737', '40', '20', '19', '11', '20',127.0.0.1
'2019-05-23 00:58:34.693678', '33', '48', '13', '22', '20',127.0.0.1
'2019-05-23 00:58:34.794622', '17', '9', '45', '9', '20',127.0.0.1
'2019-05-23 00:58:34.895555', '32', '14', '4', '10', '20',127.0.0.1
'2019-05-23 00:58:34.996497', '30', '16', '47', '9', '20',127.0.0.1
'2019-05-23 00:58:35.097451', '9', '37', '9', '1', '20',127.0.0.1
'2019-05-23 00:58:35.198383', '31', '41', '41', '5', '20',127.0.0.1
'2019-05-23 00:58:35.299330', '2', '9', '38', '19', '20',127.0.0.1
'2019-05-23 00:58:35.400267', '32', '29', '19', '2', '20',127.0.0.1
'2019-05-23 00:58:35.501209', '35', '30', '26', '20', '20',127.0.0.1
'2019-05-23 00:58:35.602153', '19', '34', '16', '49', '20',127.0.0.1
'2019-05-23 00:58:35.703095', '37', '12', '8', '33', '20',127.0.0.1
'2019-05-23 00:58:35.804039', '31', '36', '6', '19', '20',127.0.0.1
'2019-05-23 00:58:35.904980', '15', '43', '32', '15', '20',127.0.0.1
'2019-05-23 00:58:36.005937', '7', '40', '20', '29', '20',127.0.0.1
'2019-05-23 00:58:36.106865', '5', '37', '18', '15', '20',127.0.0.1
'2019-05-23 00:58:36.207816', '6', '32', '34', '1', '20',127.0.0.1
'2019-05-23 00:58:36.308758', '18', '19', '36', '46', '20',127.0.0.1
'2019-05-23 00:58:36.409702', '6', '37', '30', '42', '20',127.0.0.1
'2019-05-23 00:58:36.510636', '42', '21', '15', '10', '20',127.0.0.1
'2019-05-23 00:58:36.611577', '4', '28', '25', '24', '20',127.0.0.1
'2019-05-23 00:58:36.712524', '43', '2', '33', '21', '20',127.0.0.1
'2019-05-23 00:58:36.813471', '10', '42', '45', '41', '20',127.0.0.1
'2019-05-23 00:58:36.914404', '46', '18', '35', '29', '20',127.0.0.1
'2019-05-23 00:58:37.015348', '45', '41', '47', '18', '20',127.0.0.1
'2019-05-23 00:58:37.116289', '11', '39', '25', '12', '20',127.0.0.1
'2019-05-23 00:58:37.217233', '38', '35', '7', '16', '20',127.0.0.1
'2019-05-23 00:58:37.318175', '30', '26', '5', '21', '20',127.0.0.1
'2019-05-23 00:58:37.419118', '4', '38', '42', '19', '20',127.0.0.1
'2019-05-23 00:58:37.520061', '7', '1', '2', '32', '20',127.0.0.1
'2019-05-23 00:58:37.621003', '28', '31', '47', '43', '20',127.0.0.1
'2019-05-23 00:58:37.721945', '43', '37', '25', '37', '20',127.0.0.1
'2019-05-23 00:58:37.822888', '2', '2', '48', '35', '20',127.0.0.1
'2019-05-23 00:58:37.923830', '49', '17', '31', '23', '20',127.0.0.1
'2019-05-23 00:58:38.024773', '13', '17', '11', '39', '20',127.0.0.1
'2019-05-23 00:58:38.125714', '15', '36', '36', '3', '20',127.0.0.1
'2019-05-23 00:58:38.226292', '48', '32', '35', '34', '20',127.0.0.1
'2019-05-23 00:58:38.327251', '18', '11', '1', '5', '20',127.0.0.1
'2019-05-23 00:58:38.428193', '35', '12', '19', '18', '20',127.0.0.1
'2019-05-23 00:58:38.529120', '41', '43', '28', '3', '20',127.0.0.1
'2019-05-23 00:58:38.630064', '4', '35', '49', '22', '20',127.0.0.1
'2019-05-23 00:58:38.731005', '36', '13', '22', '32', '20',127.0.0.1
'2019-05-23 00:58:38.831947', '38', '34', '19', '29', '20',127.0.0.1
'2019-05-23 00:58:38.932891', '23', '21', '38', '10', '20',127.0.0.1
'2019-05-23 00:58:49.645797', '42', '36', '21', '18', '20',127.0.0.1
'2019-05-23 00:58:50.146511', '38', '32', '1', '19', '20',127.0.0.1
'2019-05-23 00:58:50.647218', '40', '10', '44', '9', '20',127.0.0.1
'2019-05-23 00:58:51.147946', '21', '9', '34', '21', '20',127.0.0.1
'2019-05-23 00:58:51.648646', '12', '42', '38', '38', '20',127.0.0.1
'2019-05-23 00:58:52.149366', '36', '4', '38', '13', '20',127.0.0.1
'2019-05-23 00:58:52.650086', '29', '42', '8', '29', '20',127.0.0.1
'2019-05-23 00:58:53.150804', '25', '32', '35', '42', '20',127.0.0.1
'2019-05-23 00:58:53.651507', '49', '38', '11', '36', '20',127.0.0.1
'2019-05-23 00:58:54.152234', '29', '36', '33', '44', '20',127.0.0.1
'2019-05-23 00:58:54.652949', '46', '23', '45', '23', '20',127.0.0.1
'2019-05-23 00:58:55.153666', '14', '34', '10', '42', '20',127.0.0.1
'2019-05-23 00:58:55.654376', '15', '9', '8', '10', '20',127.0.0.1
'2019-05-23 00:58:56.155093', '15', '21', '3', '9', '20',127.0.0.1
'2019-05-23 00:58:56.655807', '27', '40', '27', '33', '20',127.0.0.1
'2019-05-23 00:58:57.156522', '14', '3', '14', '21', '20',127.0.0.1
'2019-05-23 00:58:57.657232', '44', '17', '21', '17', '20',127.0.0.1
'2019-05-23 00:58:58.157938', '32', '37', '38', '6', '20',127.0.0.1
'2019-05-23 00:58:58.658663', '43', '48', '5', '14', '20',127.0.0.1
'2019-05-23 00:58:59.159372', '17', '16', '8', '38', '20',127.0.0.1
'2019-05-23 00:59:24.925690', '9', '39', '25', '40', '20',127.0.0.1
'2019-05-23 00:59:25.426402', '45', '20', '13', '38', '20',127.0.0.1
'2019-05-23 00:59:25.927127', '29', '23', '23', '28', '20',127.0.0.1
'2019-05-23 00:59:26.427842', '42', '14', '27', '19', '20',127.0.0.1
'2019-05-23 00:59:26.928564', '24', '23', '8', '34', '20',127.0.0.1
'2019-05-23 00:59:27.429271', '36', '19', '31', '43', '20',127.0.0.1
'2019-05-23 00:59:27.929977', '32', '21', '42', '22', '20',127.0.0.1
'2019-05-23 00:59:28.430707', '12', '15', '25', '24', '20',127.0.0.1
'2019-05-23 00:59:28.931417', '39', '42', '22', '42', '20',127.0.0.1
'2019-05-23 00:59:29.432133', '17', '9', '8', '13', '20',127.0.0.1
'2019-05-23 00:59:29.932850', '48', '39', '20', '15', '20',127.0.0.1
'2019-05-23 00:59:30.433561', '8', '4', '32', '11', '20',127.0.0.1
'2019-05-23 00:59:30.934281', '2', '6', '39', '42', '20',127.0.0.1
'2019-05-23 00:59:31.434994', '16', '35', '36', '2', '20',127.0.0.1
'2019-05-23 00:59:31.935695', '44', '2', '11', '6', '20',127.0.0.1
'2019-05-23 00:59:32.436410', '32', '43', '44', '3', '20',127.0.0.1
'2019-05-23 00:59:32.937124', '41', '13', '48', '8', '20',127.0.0.1
'2019-05-23 00:59:33.437851', '32', '29', '10', '27', '20',127.0.0.1
'2019-05-23 00:59:33.938554', '36', '34', '17', '6', '20',127.0.0.1
'2019-05-23 00:59:34.439277', '21', '11', '21', '32', '20',127.0.0.1
'2019-05-23 00:59:34.939999', '36', '42', '19', '1', '20',127.0.0.1
'2019-05-23 00:59:35.440707', '2', '32', '8', '18', '20',127.0.0.1
'2019-05-23 00:59:35.941413', '45', '16', '43', '36', '20',127.0.0.1
'2019-05-23 00:59:36.442138', '44', '38', '1', '22', '20',127.0.0.1
'2019-05-23 00:59:36.942849', '32', '10', '1', '25', '20',127.0.0.1
'2019-05-23 00:59:37.443571', '16', '41', '45', '49', '20',127.0.0.1
'2019-05-23 00:59:37.944286', '13', '29', '28', '44', '20',127.0.0.1
'2019-05-23 00:59:38.444999', '18', '13', '46', '7', '20',127.0.0.1
'2019-05-23 00:59:38.945715', '21', '5', '32', '40', '20',127.0.0.1
'2019-05-23 00:59:39.446430', '34', '25', '45', '16', '20',127.0.0.1
'2019-05-23 00:59:39.947148', '9', '9', '19', '34', '20',127.0.0.1
'2019-05-23 00:59:40.447856', '41', '32', '4', '10', '20',127.0.0.1
'2019-05-23 00:59:40.948575', '35', '3', '26', '15', '20',127.0.0.1
'2019-05-23 00:59:41.449289', '16', '41', '29', '4', '20',127.0.0.1
'2019-05-23 00:59:41.950005', '1', '48', '18', '32', '20',127.0.0.1
'2019-05-23 00:59:42.450716', '15', '46', '9', '14', '20',127.0.0.1
'2019-05-23 00:59:42.951434', '26', '18', '1', '32', '20',127.0.0.1
'2019-05-23 00:59:43.452145', '48', '22', '45', '42', '20',127.0.0.1
'2019-05-23 00:59:43.952853', '29', '31', '13', '9', '20',127.0.0.1
'2019-05-23 00:59:44.453575', '17', '7', '42', '43', '20',127.0.0.1
'2019-05-23 00:59:44.954293', '3', '22', '16', '8', '20',127.0.0.1
'2019-05-23 00:59:45.455006', '16', '13', '39', '32', '20',127.0.0.1
'2019-05-23 00:59:45.955722', '16', '47', '17', '12', '20',127.0.0.1
'2019-05-23 00:59:46.456438', '37', '7', '18', '35', '20',127.0.0.1
'2019-05-23 00:59:46.957151', '27', '36', '46', '6', '20',127.0.0.1
'2019-05-23 00:59:47.457864', '19', '26', '17', '6', '20',127.0.0.1
'2019-05-23 00:59:47.958569', '20', '6', '6', '37', '20',127.0.0.1
'2019-05-23 00:59:48.459295', '47', '11', '8', '23', '20',127.0.0.1
'2019-05-23 00:59:48.959998', '27', '3', '20', '29', '20',127.0.0.1
'2019-05-23 00:59:49.460712', '42', '34', '26', '17', '20',127.0.0.1
'2019-05-23 00:59:49.961426', '48', '40', '22', '36', '20',127.0.0.1
'2019-05-23 00:59:50.462152', '8', '20', '41', '21', '20',127.0.0.1
'2019-05-23 00:59:50.962868', '44', '17', '23', '21', '20',127.0.0.1
'2019-05-23 00:59:51.463585', '8', '29', '39', '17', '20',127.0.0.1
'2019-05-23 00:59:51.964286', '39', '41', '6', '19', '20',127.0.0.1
'2019-05-23 00:59:52.465016', '46', '44', '23', '42', '20',127.0.0.1
'2019-05-23 00:59:52.965728', '11', '25', '2', '37', '20',127.0.0.1
'2019-05-23 00:59:53.466440', '42', '34', '39', '12', '20',127.0.0.1
'2019-05-23 00:59:53.967157', '31', '31', '17', '13', '20',127.0.0.1
'2019-05-23 00:59:54.467875', '25', '31', '45', '30', '20',127.0.0.1
'2019-05-23 00:59:54.968587', '46', '34', '36', '17', '20',127.0.0.1
'2019-05-23 00:59:55.469302', '26', '4', '20', '44', '20',127.0.0.1
'2019-05-23 00:59:55.970016', '32', '37', '23', '39', '20',127.0.0.1
'2019-05-23 00:59:56.470731', '10', '5', '33', '1', '20',127.0.0.1
'2019-05-23 00:59:56.971446', '16', '44', '47', '30', '20',127.0.0.1
'2019-05-23 00:59:57.472147', '10', '15', '18', '23', '20',127.0.0.1
'2019-05-23 00:59:57.972876', '24', '35', '20', '24', '20',127.0.0.1
'2019-05-23 00:59:58.473588', '4', '21', '20', '12', '20',127.0.0.1
'2019-05-23 00:59:58.974305', '49', '29', '44', '32', '20',127.0.0.1
'2019-05-23 00:59:59.475017', '4', '39', '47', '24', '20',127.0.0.1
'2019-05-23 00:59:59.975738', '7', '27', '13', '47', '20',127.0.0.1
'2019-05-23 01:00:00.476451', '1', '15', '24', '45', '20',127.0.0.1
'2019-05-23 01:00:00.977165', '7', '2', '44', '7', '20',127.0.0.1
'2019-05-23 01:00:01.477867', '49', '46', '4', '15', '20',127.0.0.1
'2019-05-23 01:00:01.978592', '34', '23', '11', '49', '20',127.0.0.1
'2019-05-23 01:00:02.479306', '27', '17', '6', '14', '20',127.0.0.1
'2019-05-23 01:00:02.980023', '32', '20', '22', '1', '20',127.0.0.1
'2019-05-23 01:00:03.480732', '41', '39', '19', '38', '20',127.0.0.1
'2019-05-23 01:00:03.981453', '20', '39', '15', '13', '20',127.0.0.1
'2019-05-23 01:00:04.482182', '6', '32', '33', '44', '20',127.0.0.1
'2019-05-23 01:00:04.982882', '22', '1', '4', '27', '20',127.0.0.1
'2019-05-23 01:00:05.483597', '29', '49', '17', '10', '20',127.0.0.1
'2019-05-23 01:00:05.984301', '18', '39', '9', '43', '20',127.0.0.1
'2019-05-23 01:00:06.485026', '13', '15', '1', '11', '20',127.0.0.1
'2019-05-23 01:00:06.985741', '5', '25', '20', '34', '20',127.0.0.1
'2019-05-23 01:00:07.486456', '28', '38', '11', '38', '20',127.0.0.1
'2019-05-23 01:00:07.987170', '4', '42', '10', '4', '20',127.0.0.1
'2019-05-23 01:00:08.487885', '20', '11', '44', '41', '20',127.0.0.1
'2019-05-23 01:00:08.988600', '31', '42', '4', '30', '20',127.0.0.1
'2019-05-23 01:00:09.489315', '4', '21', '3', '22', '20',127.0.0.1
'2019-05-23 01:00:09.990029', '16', '30', '44', '45', '20',127.0.0.1
'2019-05-23 01:00:10.490744', '34', '36', '21', '48', '20',127.0.0.1
'2019-05-23 01:00:10.991459', '8', '22', '31', '6', '20',127.0.0.1
'2019-05-23 01:00:11.492161', '14', '22', '5', '42', '20',127.0.0.1
'2019-05-23 01:00:11.992888', '6', '34', '20', '30', '20',127.0.0.1
'2019-05-23 01:00:12.493594', '35', '37', '44', '16', '20',127.0.0.1
'2019-05-23 01:00:12.994312', '43', '1', '26', '38', '20',127.0.0.1
'2019-05-23 01:00:13.495034', '4', '17', '44', '19', '20',127.0.0.1
'2019-05-23 01:00:13.995748', '23', '25', '25', '1', '20',127.0.0.1
'2019-05-23 01:00:14.496463', '13', '21', '36', '30', '20',127.0.0.1
'2019-05-23 01:00:14.997177', '20', '30', '9', '15', '20',127.0.0.1
'2019-05-23 01:00:15.497893', '29', '16', '44', '41', '20',127.0.0.1
'2019-05-23 01:00:15.998607', '13', '14', '42', '7', '20',127.0.0.1
'2019-05-23 01:00:16.499306', '21', '44', '1', '1', '20',127.0.0.1
'2019-05-23 01:00:17.000025', '44', '6', '19', '33', '20',127.0.0.1
'2019-05-23 01:00:17.500751', '17', '49', '15', '14', '20',127.0.0.1
'2019-05-23 01:00:18.001466', '19', '34', '34', '18', '20',127.0.0.1
'2019-05-23 01:00:18.502180', '16', '11', '21', '26', '20',127.0.0.1
'2019-05-23 01:00:19.002899', '14', '29', '5', '7', '20',127.0.0.1
'2019-05-23 01:00:19.503606', '8', '31', '48', '13', '20',127.0.0.1
'2019-05-23 01:00:20.004325', '37', '12', '28', '6', '20',127.0.0.1
'2019-05-23 01:00:20.505041', '5', '25', '31', '34', '20',127.0.0.1
'2019-05-23 01:00:21.005755', '21', '43', '15', '44', '20',127.0.0.1
'2019-05-23 01:00:21.506471', '30', '47', '24', '16', '20',127.0.0.1
'2019-05-23 01:00:22.007183', '28', '20', '43', '2', '20',127.0.0.1
'2019-05-23 01:00:22.507893', '29', '20', '32', '23', '20',127.0.0.1
'2019-05-23 01:00:23.008615', '12', '8', '27', '16', '20',127.0.0.1
'2019-05-23 01:00:23.509328', '6', '26', '21', '27', '20',127.0.0.1
'2019-05-23 01:00:24.010043', '8', '4', '25', '33', '20',127.0.0.1
'2019-05-23 01:00:24.510757', '10', '37', '7', '9', '20',127.0.0.1
'2019-05-23 01:00:25.011471', '24', '31', '44', '34', '20',127.0.0.1
'2019-05-23 01:00:25.512187', '40', '21', '48', '10', '20',127.0.0.1
'2019-05-23 01:00:26.012901', '41', '2', '22', '41', '20',127.0.0.1
'2019-05-23 01:00:26.513617', '18', '10', '49', '11', '20',127.0.0.1
'2019-05-23 01:00:27.014331', '19', '33', '2', '44', '20',127.0.0.1
'2019-05-23 01:00:27.515045', '33', '33', '10', '39', '20',127.0.0.1
'2019-05-23 01:00:28.015760', '31', '31', '47', '3', '20',127.0.0.1
'2019-05-23 01:00:28.516476', '16', '21', '25', '6', '20',127.0.0.1
'2019-05-23 01:00:29.017187', '45', '26', '33', '31', '20',127.0.0.1
'2019-05-23 01:00:29.517893', '49', '33', '40', '47', '20',127.0.0.1
'2019-05-23 01:00:30.018619', '32', '3', '26', '9', '20',127.0.0.1
'2019-05-23 01:00:30.519336', '36', '23', '9', '8', '20',127.0.0.1
'2019-05-23 01:00:31.020039', '3', '41', '30', '15', '20',127.0.0.1
'2019-05-23 01:00:31.520764', '18', '46', '46', '13', '20',127.0.0.1
'2019-05-23 01:00:32.021466', '16', '30', '38', '17', '20',127.0.0.1
'2019-05-23 01:00:32.522193', '11', '11', '21', '17', '20',127.0.0.1
'2019-05-23 01:00:33.022899', '18', '12', '46', '11', '20',127.0.0.1
'2019-05-23 01:00:33.523625', '27', '49', '49', '20', '20',127.0.0.1
'2019-05-23 01:00:34.024338', '26', '32', '46', '23', '20',127.0.0.1
'2019-05-23 01:00:34.525053', '48', '9', '25', '29', '20',127.0.0.1
'2019-05-23 01:00:35.025767', '49', '49', '37', '26', '20',127.0.0.1
'2019-05-23 01:00:35.526481', '38', '12', '31', '8', '20',127.0.0.1
'2019-05-23 01:00:36.027185', '41', '9', '7', '12', '20',127.0.0.1
'2019-05-23 01:00:36.527913', '45', '14', '14', '27', '20',127.0.0.1
'2019-05-23 01:00:37.028623', '18', '28', '45', '39', '20',127.0.0.1
'2019-05-23 01:00:37.529342', '18', '27', '7', '13', '20',127.0.0.1
'2019-05-23 01:00:38.030055', '31', '10', '10', '48', '20',127.0.0.1
'2019-05-23 01:00:38.530770', '17', '40', '7', '25', '20',127.0.0.1
'2019-05-23 01:00:39.031484', '16', '17', '45', '14', '20',127.0.0.1
'2019-05-23 01:00:39.532199', '41', '30', '2', '48', '20',127.0.0.1
'2019-05-23 01:00:40.032914', '47', '38', '42', '29', '20',127.0.0.1
'2019-05-23 01:00:40.533629', '15', '25', '2', '19', '20',127.0.0.1
'2019-05-23 01:00:41.034344', '14', '45', '15', '25', '20',127.0.0.1
'2019-05-23 01:00:41.535044', '36', '30', '1', '5', '20',127.0.0.1
'2019-05-23 01:00:42.035761', '34', '44', '8', '8', '20',127.0.0.1
'2019-05-23 01:00:42.536477', '48', '40', '15', '4', '20',127.0.0.1
'2019-05-27 00:19:44.829820', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:19:49.931892', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:19:55.033975', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:20:00.136053', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:20:05.238132', '6', '6', '6', '6', '60',127.0.0.1
'2019-05-27 00:20:10.340211', '7', '7', '7', '7', '60',127.0.0.1
'2019-05-27 00:20:15.442289', '8', '8', '8', '8', '60',127.0.0.1
'2019-05-27 00:20:20.544366', '9', '9', '9', '9', '60',127.0.0.1
'2019-05-27 00:20:25.646440', '10', '10', '10', '10', '60',127.0.0.1
'2019-05-27 00:20:30.748524', '11', '11', '11', '11', '60',127.0.0.1
'2019-05-27 00:20:35.850587', '12', '12', '12', '12', '60',127.0.0.1
'2019-05-27 00:20:40.952681', '13', '13', '13', '13', '60',127.0.0.1
'2019-05-27 00:20:46.054758', '14', '14', '14', '14', '60',127.0.0.1
'2019-05-27 00:20:51.156826', '15', '15', '15', '15', '60',127.0.0.1
'2019-05-27 00:20:56.258915', '16', '16', '16', '16', '60',127.0.0.1
'2019-05-27 00:21:01.360995', '17', '17', '17', '17', '60',127.0.0.1
'2019-05-27 00:21:25.384234', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:21:30.486301', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:21:35.587390', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:21:40.689472', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:21:45.791549', '6', '6', '6', '6', '60',127.0.0.1
'2019-05-27 00:21:50.893626', '7', '7', '7', '7', '60',127.0.0.1
'2019-05-27 00:21:55.995700', '8', '8', '8', '8', '60',127.0.0.1
'2019-05-27 00:22:25.776650', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:22:30.878718', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:22:35.980810', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:22:41.082888', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:22:46.184966', '6', '6', '6', '6', '60',127.0.0.1
'2019-05-27 00:22:51.287046', '7', '7', '7', '7', '60',127.0.0.1
'2019-05-27 00:22:56.389124', '8', '8', '8', '8', '60',127.0.0.1
'2019-05-27 00:23:01.491203', '9', '9', '9', '9', '60',127.0.0.1
'2019-05-27 00:23:06.593280', '10', '10', '10', '10', '60',127.0.0.1
'2019-05-27 00:23:11.695355', '11', '11', '11', '11', '60',127.0.0.1
'2019-05-27 00:23:16.797437', '12', '12', '12', '12', '60',127.0.0.1
'2019-05-27 00:23:21.899517', '13', '13', '13', '13', '60',127.0.0.1
'2019-05-27 00:23:27.001580', '14', '14', '14', '14', '60',127.0.0.1
'2019-05-27 00:23:32.103660', '15', '15', '15', '15', '60',127.0.0.1
'2019-05-27 00:23:37.205746', '16', '16', '16', '16', '60',127.0.0.1
'2019-05-27 00:25:04.262888', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:25:09.364977', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:25:14.467055', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:25:19.569129', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:25:24.671208', '6', '6', '6', '6', '60',127.0.0.1
'2019-05-27 00:25:29.773290', '7', '7', '7', '7', '60',127.0.0.1
'2019-05-27 00:25:34.875356', '8', '8', '8', '8', '60',127.0.0.1
'2019-05-27 00:25:39.977434', '9', '9', '9', '9', '60',127.0.0.1
'2019-05-27 00:25:45.079522', '10', '10', '10', '10', '60',127.0.0.1
'2019-05-27 00:25:50.181604', '11', '11', '11', '11', '60',127.0.0.1
'2019-05-27 00:26:13.872034', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:26:18.974114', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:26:24.076194', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:26:29.178271', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:26:34.280337', '6', '6', '6', '6', '60',127.0.0.1
'2019-05-27 00:26:39.381934', '7', '7', '7', '7', '60',127.0.0.1
'2019-05-27 00:26:44.484012', '8', '8', '8', '8', '60',127.0.0.1
'2019-05-27 00:26:49.586104', '9', '9', '9', '9', '60',127.0.0.1
'2019-05-27 00:26:54.688168', '10', '10', '10', '10', '60',127.0.0.1
'2019-05-27 00:26:59.790246', '11', '11', '11', '11', '60',127.0.0.1
'2019-05-27 00:27:18.449557', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:27:23.551640', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:27:28.653704', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:29:15.062783', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:29:20.164862', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:29:25.266941', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:29:30.369014', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:30:05.477914', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:30:10.579993', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:31:28.297486', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:31:33.399563', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:31:58.156386', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:32:03.258469', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:35:32.219809', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:35:37.321887', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:40:48.215067', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:45:32.270595', '2', '2', '2', '2', '60',127.0.0.1
'2019-05-27 00:45:37.372673', '3', '3', '3', '3', '60',127.0.0.1
'2019-05-27 00:45:42.474751', '4', '4', '4', '4', '60',127.0.0.1
'2019-05-27 00:45:47.575844', '5', '5', '5', '5', '60',127.0.0.1
'2019-05-27 00:45:52.677924', '6', '6', '6', '6', '60',127.0.0.1
'2019-05-27 00:45:57.779997', '7', '7', '7', '7', '60',127.0.0.1
'2019-05-27 00:46:02.882080', '8', '8', '8', '8', '60',127.0.0.1
'2019-05-27 00:48:30.943281', '2', '2', '2', '2', 'None',127.0.0.1
'2019-05-27 00:48:36.045360', '3', '3', '3', '3', 'None',127.0.0.1
'2019-05-27 00:48:41.147449', '4', '4', '4', '4', 'None',127.0.0.1
'2019-05-27 00:48:46.249530', '5', '5', '5', '5', 'None',127.0.0.1
'2019-05-27 00:48:51.351610', '6', '6', '6', '6', 'None',127.0.0.1
'2019-05-27 00:48:56.453684', '7', '7', '7', '7', 'None',127.0.0.1
'2019-05-27 00:52:36.895448', '2', '2', '2', '2', 'None',127.0.0.1
'2019-05-27 00:52:41.997516', '3', '3', '3', '3', 'None',127.0.0.1
'2019-05-27 00:52:47.099608', '4', '4', '4', '4', 'None',127.0.0.1
'2019-05-27 00:52:52.201689', '5', '5', '5', '5', 'None',127.0.0.1
